Car_Name,Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),Engine_Type,CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),Mileage(kmpl),Emission,Price
Renault Kwid 1.0 RXT Opt,Renault,Kwid,2021,red,hatchback,"16,742",1st,5,petrol,28,Petrol Engine,1298,5-Speed,Automatic,67.0,91,22,BS IV,"5,28,000"
Honda City [2017-2020] VX,Honda,City,2017,brown,sedan,"65,581",3rd,5,petrol,40,i VTEC Engine,1497,5-Speed,Automatic,117.6,145,17.4,BS V,"7,85,000"
Hyundai Elite i20 [2014-2018] Sportz 1.2,Hyundai,Elite i20,2017,red,hatchback,"39,427",1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"7,00,000"
Maruti Suzuki Celerio [2014-2021] VXi AMT,Maruti Suzuki,Celerio,2014,white,hatchback,"52,004",1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"4,39,000"
Maruti Suzuki Alto 800 [2012-2016] LXI,Maruti Suzuki,Alto 800,2013,red,hatchback,"40,545",1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.74,BS III,"3,19,000"
Maruti Suzuki S-Presso VXI,Maruti Suzuki,S-Presso,2021,grey,hatchback,"15,836",1st,5,petrol,27,K10B Petrol Engine,998,5-Speed,Manual,67.0,90,21.7,BS IV,"5,20,000"
Maruti Suzuki Eeco AC 5 STR,Maruti Suzuki,Eeco,2020,grey,muv,"11,212",1st,5,petrol,40,Aluminium 32 bit,1197,5-Speed,Manual,72.42,98,16.11,BS IV,"4,99,000"
Hyundai Elite i20 [2014-2018] Asta 1.2,Hyundai,Elite i20,2015,white,hatchback,"52,501",1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"6,62,000"
Renault Kiger RXZ AMT Dual Tone,Renault,Kiger,2021,red,suv,"6,052",1st,5,petrol,40,1.0L Energy	,1298,5-Speed,Automatic,71.0,96,19.03,BS IV,"9,36,000"
Maruti Suzuki Dzire [2017-2020] VXI AMT,Maruti Suzuki,Dzire,2018,blue,sedan,"20,326",1st,5,petrol,37,1.2 Litre Petrol Engine,1197,5-Speed,Automatic,88.5,113,24.12,BS V,"7,37,000"
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2011,red,hatchback,"50,009",1st,5,petrol,45,"4-Cylinder 16V, DOHC",1596,5-Speed,Automatic,79.0,104,17.71,BS IV,"4,39,000"
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2011,red,hatchback,"50,009",1st,5,petrol,45,"4-Cylinder 16V, DOHC",1596,5-Speed,Automatic,79.0,104,17.71,BS IV,"4,39,000"
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2011,red,hatchback,"50,009",1st,5,petrol,45,"4-Cylinder 16V, DOHC",1496,5-Speed,Manual,79.0,104,17.71,BS IV,"4,39,000"
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2011,red,hatchback,"50,009",1st,5,petrol,45,"4-Cylinder 16V, DOHC",1496,5-Speed,Manual,79.0,104,17.71,BS IV,"4,39,000"
Maruti Suzuki S-Presso VXI+,Maruti Suzuki,S-Presso,2021,grey,hatchback,"15,113",1st,5,petrol,27,K10B Petrol Engine,998,5-Speed,Manual,67.0,90,21.01,BS IV,"5,43,000"
Hyundai Verna [2011-2015] Fluidic 1.6 VTVT SX,Hyundai,Verna,2014,white,sedan,"50,071",1st,5,petrol,43,Front Wheel Drive,1591,5-Speed,Automatic,121.0,158,17.01,BS III,"6,89,000"
Maruti Suzuki Eeco AC 5 STR,Maruti Suzuki,Eeco,2020,white,muv,"9,832",1st,5,petrol,40,Aluminium 32 bit,1197,5-Speed,Manual,72.42,98,16.11,BS IV,"4,95,000"
Ford Freestyle [2017-2021] Titanium 1.2,Ford,Freestyle,2018,grey,crossover,"43,273",1st,5,petrol,42,1.2 litre Petrol Engine,1298,5-Speed,Automatic,94.93,119,18.5,BS IV,"6,17,000"
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2014,silver,hatchback,"44,193",1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85.0,113,18.5,BS IV,"4,69,000"
Hyundai Xcent [2017-2019] S AT Petrol,Hyundai,Xcent,2017,red,sedan,"36,208",1st,5,petrol,43,1.2L Kappa Dual VTVT Petr,1596,4-Speed,Manual,81.86,113.75,20.14,BS V,"6,69,000"
Hyundai Xcent [2017-2019] S AT Petrol,Hyundai,Xcent,2017,red,sedan,"36,208",1st,5,petrol,43,1.2L Kappa Dual VTVT Petr,1596,4-Speed,Manual,81.86,113.75,20.14,BS V,"6,69,000"
Hyundai Xcent [2017-2019] S AT Petrol,Hyundai,Xcent,2017,red,sedan,"36,208",1st,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,4-Speed,Manual,81.86,113.75,20.14,BS V,"6,69,000"
Hyundai Xcent [2017-2019] S AT Petrol,Hyundai,Xcent,2017,red,sedan,"36,208",1st,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,4-Speed,Manual,81.86,113.75,20.14,BS V,"6,69,000"
Hyundai i20 Active [2015-2020] 1.2 SX,Hyundai,i20 Active,2017,brown,crossover,"43,613",1st,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,5-Speed,Automatic,82.0,115,17.19,BS V,"7,52,000"
Honda City [2017-2020] ZX CVT,Honda,City,2018,brown,sedan,"46,006",1st,5,petrol,40,i VTEC Engine,1196,5-Speed,Automatic,117.6,145,18,BS V,"11,32,000"
Hyundai i20 Active [2015-2020] 1.2 SX,Hyundai,i20 Active,2018,brown,crossover,"35,015",2nd,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,5-Speed,Automatic,82.0,115,17.19,BS V,"7,60,000"
Hyundai Eon [2011-2018] Era + (O),Hyundai,Eon,2017,white,hatchback,"55,670",1st,5,petrol,32,Petrol Engine,1798,5-Speed,Manual,55.2,74.5,21.1,BS IV,"3,67,000"
Hyundai Grand i10 [2017-2020] Magna 1.2 Kappa VTVT,Hyundai,Grand i10,2018,silver,hatchback,"38,961",1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,113.75,18.9,BS V,"5,68,000"
Hyundai Verna SX Opt IVT Petrol,Hyundai,Verna,2020,blue,sedan,"41,843",1st,5,petrol,45,1.5 l MPi	,1497,5-Speed,Automatic,113.0,144,18.4,BS IV,"14,48,000"
Hyundai Grand i10 [2017-2020] Sportz 1.2 Kappa VTVT,Hyundai,Grand i10,2018,white,hatchback,"13,846",2nd,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,113.75,18.9,BS V,"5,79,000"
Maruti Suzuki Alto K10 [2014-2019] VXI AMT (O),Maruti Suzuki,Alto K10,2019,orange,hatchback,"16,712",2nd,5,petrol,35,K Series Petrol Engine,1798,5-Speed,Manual,67.1,90,23.95,BS V,"4,75,000"
Ford EcoSport [2013-2015] Titanium 1.5L TDCi (Opt),Ford,EcoSport,2015,red,suv,"92,474",2nd,5,diesel,52,1.5L DV5 (Diesel),1498,5-Speed,Manual,89.0,204,22.7,BS III,"6,35,000"
Maruti Suzuki Ciaz [2014-2017] ZXi,Maruti Suzuki,Ciaz,2014,black,sedan,"44,815",1st,5,petrol,43,k14B VVT Engine,1373,5-Speed,Manual,91.0,130,20.73,BS IV,"6,47,000"
Honda City VX,Honda,City,2020,white,sedan,"13,209",1st,5,petrol,40,1.5L i-VTEC Petrol Engine,1498,6-Speed,Manual,119.3,145,18.4,BS IV,"13,14,000"
Hyundai Eon [2011-2018] Era + SE,Hyundai,Eon,2013,red,hatchback,"48,721",1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.1,BS IV,"3,26,000"
Mahindra Scorpio [2014-2017] S10,Mahindra,Scorpio,2015,blue,suv,"41,651",1st,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,5-Speed,Manual,120.0,280,15.4,BS IV,"11,27,000"
Hyundai New Santro 1.1 Sportz MT,Hyundai,New Santro 1.1,2019,blue,hatchback,"8,842",1st,5,petrol,35,1.1 L Petrol,1086,5-Speed,Manual,68.07,99.07,20.3,BS IV,"5,65,000"
Volkswagen Ameo [2016-2020] Comfortline 1.2L (P),Volkswagen,Ameo,2016,blue,sedan,"64,313",1st,5,petrol,45,MPI Petrol Engine,1298,5-Speed,Automatic,73.75,110,17,BS V,"5,53,000"
Maruti Suzuki S-Cross [2015-2020] Zeta 1.3,Maruti Suzuki,S-Cross,2016,brown,suv,"52,220",1st,5,diesel,48,DDiS 200,1248,5-Speed,Automatic,89.0,200,23.65,BS V,"8,31,000"
Ford Figo Aspire [2019-2021] Titanium Plus 1.2 Ti-VCT,Ford,Figo Aspire,2019,red,sedan,"10,370",1st,5,petrol,42,Ti-VCT Petrol Engine,1798,5-Speed,Manual,94.93,119,18.5,BS V,"7,76,000"
Honda Amaze [2013-2018] 1.2 S i-VTEC,Honda,Amaze,2016,brown,sedan,"60,656",1st,5,petrol,35,i-VTEC Petrol Engine,1198,5-Speed,Manual,86.7,109,18,BS IV,"5,33,000"
Maruti Suzuki Alto 800 Vxi Plus,Maruti Suzuki,Alto 800,2020,red,hatchback,"12,433",1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.05,BS IV,"4,43,000"
Volkswagen Polo [2010-2014] Highline1.2L (P),Volkswagen,Polo,2013,grey,hatchback,"53,735",1st,5,petrol,45,MPI Petrol Engine,1198,5-Speed,Manual,73.9,110,16.47,BS IV,"5,24,000"
Skoda Superb [2014-2016] Elegance 1.8 TSI AT,Skoda,Superb,2014,red,sedan,"46,103",2nd,5,petrol,60,"Turbocharged petrol engine, in-line, liquid cooling system, direct injection, 16V DOHC, transverse in front",1798,7-Speed,Automatic,158.0,250,13.1,BS III,"12,99,000"
Maruti Suzuki Alto 800 Vxi,Maruti Suzuki,Alto 800,2019,red,hatchback,"2,174",1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.05,BS IV,"4,20,000"
Volkswagen Polo [2010-2014] Comfortline 1.2L (P),Volkswagen,Polo,2012,silver,hatchback,"64,878",1st,5,petrol,45,MPI Petrol Engine,1199,5-Speed,Manual,74.0,110,16.2,BS IV,"4,50,000"
Hyundai Creta [2015-2018] 1.6 SX Plus Auto Petrol,Hyundai,Creta,2017,red,suv,"76,978",1st,5,petrol,60,Petrol Dual VTVT,1591,6-Speed,Manual,122.0,154,15.29,BS IV,"12,12,000"
Honda Amaze [2018-2021] 1.2 VX i-VTEC,Honda,Amaze,2018,white,sedan,"33,454",1st,5,petrol,35,i-VTEC Petrol Engine,1199,5-Speed,Manual,88.76,110,18.6,BS IV,"7,72,000"
Tata Harrier XZ Dual Tone,Tata,Harrier,2019,white,suv,"19,589",1st,5,diesel,50,Kryotec 2.0 L Turbocharge,1956,6-Speed,Manual,138.0,350,17,BS IV,"16,99,000"
Maruti Suzuki S-Presso VXI CNG,Maruti Suzuki,S-Presso,2021,silver,hatchback,"17,101",1st,5,petrol+cng,27,K10B Petrol Engine,998,5-Speed,Manual,67.0,90,31.19 ,BS IV,"6,12,000"
Maruti Suzuki Ertiga [2012-2015] ZDi,Maruti Suzuki,Ertiga,2015,brown,muv,"51,844",1st,7,diesel,45,DDiS Diesel Engine,1248,5-Speed,Manual,89.0,200,20.77,BS III,"9,11,000"
Ford EcoSport [2015-2017] Titanium + 1.5L TDCi,Ford,EcoSport,2016,red,suv,"91,463",2nd,5,diesel,52,1.5L DV5 (Diesel),1498,5-Speed,Manual,99.0,205,22.7,BS IV,"7,07,000"
Hyundai Creta [2015-2018] 1.6 SX Plus,Hyundai,Creta,2017,grey,suv,"88,895",2nd,5,diesel,60,U2 VGT CRDi,1582,6-Speed,Manual,126.0,265,19.67,BS IV,"10,98,000"
Chevrolet Beat [2014-2017] LS Petrol,Chevrolet,Beat,2014,green,hatchback,"45,080",1st,5,petrol,35,S-TEC II,1199,5-Speed,Manual,79.0,108,18.6,BS IV,"3,35,000"
Volkswagen Ameo [2016-2020] Highline1.2L (P),Volkswagen,Ameo,2016,grey,sedan,"81,709",1st,5,petrol,45,MPI Petrol Engine,1198,5-Speed,Automatic,73.75,110,17,BS V,"5,45,000"
Nissan Micra Active [2012-2020] XV Safety Pack,Nissan,Micra Active,2015,silver,hatchback,"48,656",1st,5,petrol,41,3 cylinder petrol engine,1198,5-Speed,Automatic,67.0,104,19.49,BS V,"4,75,000"
Ford Freestyle [2017-2021] Titanium 1.2,Ford,Freestyle,2019,red,crossover,"17,504",1st,5,petrol,42,1.2 litre Petrol Engine,1298,5-Speed,Automatic,94.93,119,18.5,BS IV,"6,67,000"
Tata Nano [2008-2014] LX,Tata,Nano,2013,blue,hatchback,"33,744",1st,4,petrol,15,"624 cc, 2 cylinder, MPFI",624,4-Speed,Manual,35.0,48,18.4,BS IV,"1,88,000"
Hyundai Venue SX 1.0  Turbo,Hyundai,Venue,2019,blue,suv,"18,398",2nd,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,6-Speed,Manual,118.35,171.6,18.27,BS IV,"9,07,000"
Volkswagen Ameo [2016-2020] Highline1.2L (P),Volkswagen,Ameo,2017,brown,sedan,"41,757",1st,5,petrol,45,MPI Petrol Engine,1198,5-Speed,Automatic,73.75,110,17,BS V,"6,19,000"
Hyundai i20 Active [2015-2020] 1.4 SX,Hyundai,i20 Active,2015,red,crossover,"41,086",1st,5,diesel,45,1.4 U II 6 Speed Manual Transmission,1396,6-Speed,Automatic,89.0,220,21.19,BS V,"7,48,000"
Maruti Suzuki Baleno [2019-2022] Delta Petrol,Maruti Suzuki,Baleno,2019,silver,hatchback,"25,418",1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"7,31,000"
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2018,red,hatchback,"23,606",1st,5,petrol,35,K10B,998,5-Speed,Manual,67.0,90,24.07,BS V,"3,95,000"
Renault Triber RXZ,Renault,Triber,2020,red,muv,"18,798",1st,7,petrol,40,1.0L Petrol Engine,999,5-Speed,Manual,71.0,96,20,BS IV,"7,58,000"
Maruti Suzuki S-Presso VXI+,Maruti Suzuki,S-Presso,2019,orange,hatchback,"24,105",1st,5,petrol,27,K10B Petrol Engine,998,5-Speed,Manual,67.0,90,21.01,BS IV,"4,95,000"
Volkswagen Polo [2018-2022] Comfortline 1.0L (P),Volkswagen,Polo,2018,silver,hatchback,"26,394",1st,5,petrol,45,1.0L MPI Petrol,999,5-Speed,Manual,75.01,95,17.74,BS IV,"6,99,000"
Hyundai Xcent [2017-2019] S AT Petrol,Hyundai,Xcent,2017,silver,sedan,"22,538",2nd,5,petrol,43,1.2L Kappa Dual VTVT Petr,1596,4-Speed,Manual,81.86,113.75,20.14,BS V,"6,51,000"
Hyundai Xcent [2017-2019] S AT Petrol,Hyundai,Xcent,2017,silver,sedan,"22,538",2nd,5,petrol,43,1.2L Kappa Dual VTVT Petr,1596,4-Speed,Manual,81.86,113.75,20.14,BS V,"6,51,000"
Hyundai Xcent [2017-2019] S AT Petrol,Hyundai,Xcent,2017,silver,sedan,"22,538",2nd,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,4-Speed,Manual,81.86,113.75,20.14,BS V,"6,51,000"
Hyundai Xcent [2017-2019] S AT Petrol,Hyundai,Xcent,2017,silver,sedan,"22,538",2nd,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,4-Speed,Manual,81.86,113.75,20.14,BS V,"6,51,000"
Hyundai Santro Xing [2007-2014] GLS,Hyundai,Santro Xing,2012,red,hatchback,"34,060",1st,5,petrol,35,Petrol Engine,1086,5-Speed,Manual,62.1,96.1,17.92,BS IV,"3,32,000"
Hyundai i20 [2008-2012] Magna 1.2,Hyundai,i20,2011,white,hatchback,"46,251",2nd,5,petrol,45,In-Line Engine,1197,5-Speed,Manual,80.0,112,18.5,BS IV,"3,71,000"
Ford Freestyle [2017-2021] Titanium 1.2,Ford,Freestyle,2020,red,crossover,"6,886",1st,5,petrol,42,1.2 litre Petrol Engine,1298,5-Speed,Automatic,94.93,119,18.5,BS IV,"7,53,000"
Hyundai Venue [2019-2021] SX 1.0 (O) Turbo,Hyundai,Venue,2020,white,suv,"26,020",1st,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,1798,6-Speed,Manual,118.35,171.6,18.27,BS V,"11,17,000"
Hyundai Eon [2011-2018] Era +,Hyundai,Eon,2013,white,hatchback,"33,440",1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.1,BS IV,"3,05,000"
Ford EcoSport [2017-2021] Titanium 1.5L Ti-VCT,Ford,EcoSport,2019,grey,suv,"11,800",1st,5,petrol,52,Ti-VCT Petrol Engine,1496,5-Speed,Automatic,120.69,149,15.9,BS IV,"9,45,000"
MG Motors Hector 1.5 Sharp DCT AT,MG Motors,Hector,2019,white,suv,"7,339",1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141.0,250,13.96,BS IV,"17,99,000"
Maruti Suzuki Baleno [2015-2019] Alpha Petrol,Maruti Suzuki,Baleno,2017,orange,hatchback,"41,465",2nd,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"6,81,000"
Maruti Suzuki Ertiga [2012-2015] ZXi,Maruti Suzuki,Ertiga,2013,grey,muv,"67,020",1st,7,petrol,45,K-Series Petrol Engine with VVT,1373,5-Speed,Manual,93.7,130,16.02,BS III,"6,94,000"
Maruti Suzuki Omni [2011-2019] E 8 STR BS-IV,Maruti Suzuki,Omni,2014,white,muv,"23,885",1st,8,petrol,36,"4 stroke cycle, Water cooled",796,4-Speed,Manual,34.0,59,16.8,BS V,"3,28,000"
Tata Harrier XZ,Tata,Harrier,2019,orange,suv,"62,300",1st,5,diesel,50,Kryotec 2.0 L Turbocharge,1956,6-Speed,Manual,138.0,350,17,BS IV,"16,85,000"
Renault Scala [2012-2018] RxZ Diesel,Renault,Scala,2014,black,sedan,"34,080",1st,5,diesel,41,Renault K9K Diesel engine,1461,5-Speed,Manual,85.0,200,21.64,BS IV,"6,27,000"
Ford EcoSport [2017-2020] Titanium + 1.5L Ti-VCT AT,Ford,EcoSport,2018,white,suv,"78,061",1st,5,petrol,52,Ti-VCT Petrol Engine,1496,6-Speed,Automatic,120.69,149,14.7,BS V,"9,35,000"
Maruti Suzuki Vitara Brezza [2016-2020] ZDi,Maruti Suzuki,Vitara Brezza,2017,white,suv,"28,476",1st,5,diesel,48,Front Wheel Drive,1248,5-Speed,Automatic,89.0,200,24.3,BS V,"9,10,000"
Maruti Suzuki Vitara Brezza [2016-2020] VDi (O),Maruti Suzuki,Vitara Brezza,2016,white,suv,"38,729",1st,5,diesel,48,Front Wheel Drive,1248,5-Speed,Automatic,89.0,200,24.3,BS V,"8,10,000"
Maruti Suzuki Ignis [2017-2020] Alpha MT Petrol,Maruti Suzuki,Ignis,2017,blue,hatchback,"26,203",1st,5,petrol,32,1.2-Litre VVT Petrol Engine,1197,5-Speed,Automatic,81.8,113,20.89,BS V,"6,50,000"
Tata Nexon [2017-2020] XZ Plus Diesel,Tata,Nexon,2018,red,suv,"35,730",1st,5,diesel,44,1.5L Revotorq Turbocharged,1497,6-Speed,Automatic,108.5,260,21.05,BS V,"9,54,000"
Maruti Suzuki Dzire [2017-2020] ZXI,Maruti Suzuki,Dzire,2018,grey,sedan,"16,491",1st,5,petrol,37,1.2 Litre Petrol Engine,1197,5-Speed,Automatic,88.5,113,23.26,BS V,"7,46,000"
Hyundai Verna [2017-2020] 1.6 VTVT SX (O),Hyundai,Verna,2018,brown,sedan,"35,623",2nd,5,petrol,43,Front Wheel Drive,1591,6-Speed,Automatic,121.0,158,17.4,BS V,"9,63,000"
Maruti Suzuki Swift [2017-2021] ZXi Plus,Maruti Suzuki,Swift,2019,red,hatchback,"15,508",1st,5,petrol,37,VTVT Engine,1197,5-Speed,Automatic,81.8,113,21.21,BS IV,"7,84,000"
Maruti Suzuki Dzire [2017-2020] ZXi AMT,Maruti Suzuki,Dzire,2017,grey,sedan,"34,004",1st,5,petrol,37,1.2 Litre Petrol Engine,1197,5-Speed,Automatic,88.5,113,23.26,BS V,"7,27,000"
Maruti Suzuki Vitara Brezza [2018-2020] ZDi AMT,Maruti Suzuki,Vitara Brezza,2018,silver,suv,"35,042",1st,5,diesel,48,DDiS 200 Diesel Engine,1248,5-Speed,Automatic,88.5,200,24.3,BS V,"10,71,000"
Hyundai Verna [2017-2020] 1.6 VTVT SX,Hyundai,Verna,2018,orange,sedan,"57,046",1st,5,petrol,43,Front Wheel Drive,1591,6-Speed,Automatic,121.0,158,17.4,BS V,"8,98,000"
Hyundai Verna [2017-2020] 1.6 VTVT SX,Hyundai,Verna,2019,white,sedan,"22,546",1st,5,petrol,43,Front Wheel Drive,1591,6-Speed,Automatic,121.0,158,17.4,BS V,"10,40,000"
Maruti Suzuki Vitara Brezza [2018-2020] ZDI PLUS AT Dual Tone,Maruti Suzuki,Vitara Brezza,2018,red,suv,"31,570",1st,5,diesel,48,Front Wheel Drive,1248,5-Speed,Automatic,89.0,200,24.3,BS V,"11,52,000"
Honda Jazz [2015-2020] S AT,Honda,Jazz,2015,white,hatchback,"49,536",1st,5,petrol,40,i-VTEC Petrol Engine,1199,5-Speed,Automatic,88.76,110,19,BS V,"5,96,000"
Maruti Suzuki Vitara Brezza [2016-2020] VDi,Maruti Suzuki,Vitara Brezza,2017,blue,suv,"53,719",1st,5,diesel,48,Front Wheel Drive,1248,5-Speed,Automatic,89.0,200,24.3,BS V,"8,45,000"
Maruti Suzuki Swift [2017-2021] ZXi AMT,Maruti Suzuki,Swift,2021,red,hatchback,"10,303",1st,5,petrol,37,VTVT Engine,1197,5-Speed,Automatic,81.8,113,21.21,BS IV,"8,16,000"
Maruti Suzuki Swift [2017-2021] ZXi Plus,Maruti Suzuki,Swift,2020,red,hatchback,"27,437",1st,5,petrol,37,VTVT Engine,1197,5-Speed,Automatic,81.8,113,21.21,BS IV,"7,90,000"
Renault Captur [2017-2020] RXT Dual Tone,Renault,Captur,2018,brown,suv,"6,603",1st,5,petrol,50,1.5 H4K Petrol,1498,5-Speed,Automatic,105.0,142,13.87 ,BS V,"10,63,000"
Renault Captur [2017-2020] RXT Dual Tone,Renault,Captur,2017,brown,suv,"16,556",2nd,5,petrol,50,1.5 H4K Petrol,1498,5-Speed,Automatic,105.0,142,13.87 ,BS V,"8,38,000"
Maruti Suzuki Ignis [2017-2020] Zeta AMT Petrol,Maruti Suzuki,Ignis,2018,silver,hatchback,"25,626",1st,5,petrol,32,1.2-Litre VVT Petrol Engine,1197,5-Speed,Automatic,81.8,113,20.89,BS V,"6,63,000"
Maruti Suzuki Swift [2017-2021] LXI,Maruti Suzuki,Swift,2021,blue,hatchback,"9,384",1st,5,petrol,42,K Series Petrol Engine,1197,5-Speed,Automatic,85.8,114,18.6,BS IV,"5,90,000"
Maruti Suzuki Swift [2017-2021] ZXi Plus,Maruti Suzuki,Swift,2020,grey,hatchback,"6,104",1st,5,petrol,37,VTVT Engine,1197,5-Speed,Automatic,81.8,113,21.21,BS IV,"8,38,000"
Maruti Suzuki Swift [2017-2021] ZXi AMT,Maruti Suzuki,Swift,2019,grey,hatchback,"21,992",2nd,5,petrol,37,VTVT Engine,1197,5-Speed,Automatic,81.8,113,21.21,BS IV,"8,29,000"
Renault Captur [2017-2020] RXT Dual Tone,Renault,Captur,2018,orange,suv,"54,137",1st,5,petrol,50,1.5 H4K Petrol,1498,5-Speed,Automatic,105.0,142,13.87 ,BS V,"7,99,000"
Maruti Suzuki Dzire [2017-2020] ZXi AMT,Maruti Suzuki,Dzire,2017,blue,sedan,"33,258",1st,5,petrol,37,1.2 Litre Petrol Engine,1197,5-Speed,Automatic,88.5,113,23.26,BS V,"7,22,000"
Hyundai Verna [2017-2020] 1.6 VTVT SX,Hyundai,Verna,2018,white,sedan,"23,869",1st,5,petrol,43,Front Wheel Drive,1591,6-Speed,Automatic,121.0,158,17.4,BS V,"9,56,000"
Hyundai Verna [2017-2020] 1.6 VTVT SX,Hyundai,Verna,2019,white,sedan,"14,831",1st,5,petrol,43,Front Wheel Drive,1591,6-Speed,Automatic,121.0,158,17.4,BS V,"10,27,000"
Hyundai Verna [2011-2015] Fluidic 1.6 VTVT SX AT,Hyundai,Verna,2014,silver,sedan,"52,846",1st,5,petrol,43,Front Wheel Drive,1591,4-Speed,Automatic,121.0,158,17.01,BS III,"7,36,000"
Ford Freestyle [2020-2021] Flair Edition Diesel,Ford,Freestyle,2020,white,crossover,"28,335",2nd,5,diesel,42,1.5 litre Diesel Engine,1499,5-Speed,Automatic,98.96,215,18.5,BS V,"7,49,000"
Maruti Suzuki Ignis [2017-2020] Alpha AMT Petrol,Maruti Suzuki,Ignis,2018,silver,hatchback,"41,176",1st,5,petrol,32,1.2-Litre VVT Petrol Engine,1197,5-Speed,Automatic,81.8,113,20.89,BS V,"6,91,000"
